USGS_TexasFlood,"#USGS08068780 - Little Cypress Ck nr Cypress, TX Height: 157.49ft ▼ (156.5ft) Flow: 1560cfs https://t.co/pYf4ZeHVuj",1,Fourth Ward,0830,01,,0
TotalTrafficHOU,High water affecting all main lanes in #Harris on Hwy 6 SB at Bissonnet #traffic https://t.co/vuUN2yElDh,1,Fourth Ward,0830,01,water,1
TotalTrafficHOU,High water blocking all main lanes in #Katy on Hwy 99 SB at Stockdick School Rd. #traffic https://t.co/vuUN2yElDh,30,Downtown,0830,01,water school,2
MrWiredUpOhBoy,#Repost happybootz (get_repost) ・・・ Currently giving out water diapers and wipes away for ppl in… https://t.co/e1Hi98Xg4L,1,Fourth Ward,0830,01,water,1
mattjdaniel,A sunset I'll never forget.  This church has been shining in this city for over 60 years and… https://t.co/6FgzZycczT,1,Fourth Ward,0830,01,,0
DjRed_ScrewedUp,#Repost hurricaneharveyreposts ・・・ Share this #prayforhouston #houstonstrong #texas #hurricane… https://t.co/D642h0kMHj,1,Fourth Ward,0830,01,,0
DjRed_ScrewedUp,#Repost bosshog27_ ・・・ I no alot of my you playas took some major loses and still taking some do… https://t.co/cBZGthUBFe,27,Addicks Park Ten,0830,01,,0
OfficialCoreDJs,"@Regrann from @queenofpr  -  #DJS4HOUSTON #WeAre1 #DJS #Radio #MusicIndustry @ Houston, Texas https://t.co/l1Z6fpOb0j",27,Addicks Park Ten,0830,01,,0
mucifer_obama,Repost this! 🙏🙏 #houston #cajunnavy #shelter #hurricaneharvey #helpforhouston #baby #galveston… https://t.co/ouAIOHgprd,1,Fourth Ward,0830,01,,0
DjRed_ScrewedUp,#Repost @htownciara ・・・ Is there any one still out with s boat that can please go help… https://t.co/APNhyiUi73,1,Fourth Ward,0830,01,help boat,2
DJiKew,Help Your People #prayforhouston #hurricaneharvey #onlyikewcan the saddest thing was when I wake… https://t.co/AzjaN49N34,1,Fourth Ward,0830,01,help people,2
StingrayStrong,"The sun finally peaked through such dark days, her life was spared why her puppies were lost in… https://t.co/Ug7zPsIeVZ",1,Fourth Ward,0830,01,,0
mucifer_obama,Repost from thequeenp__passion 🙏🙏 #nrgpark #nrgcenter #shelter #hurricaneharvey #helpforhouston… https://t.co/Iz0dQPj3j9,1,Fourth Ward,0830,01,,0
CRITICAL5656,Just posted a photo @ Kia's Venue & Events https://t.co/RX5zjtrL3I,30,Downtown,0830,01,,0
djbuddhaTX,"🛶🛶🛶🛶 @ Houston, Texas https://t.co/KidJzfK0Bg",1,Fourth Ward,0830,01,,0
djbuddhaTX,"#gracias 🙌🏽 @ Houston, Texas https://t.co/o8F8hjU1RU",1,Fourth Ward,0830,01,,0
edisonsuero,Here is a list of local organizacións in #houston I believe in #grassroots organizations.… https://t.co/G4d98rZQcq,1,Fourth Ward,0830,01,,0
DjRed_ScrewedUp,#Repost @SkylaS ・・・ I've confirmed they have room and supplies #houston #mayorturner… https://t.co/a7xXfSzrGM,1,Fourth Ward,0830,01,supply,1
1927xProduction,If you can make it out there the go check it out @ NRG Stadium https://t.co/QzgXDP0OiT,1,Fourth Ward,0830,01,,0
MrNSHH,#HoUSton #HoustonStrong #TexasStrong #hurricaneharvey @ Downtown Houston https://t.co/ErZiGtmHrv,1,Fourth Ward,0830,02,,0
DjRed_ScrewedUp,#Repost bossyinc ・・・ Please #Repost  @Regrann from fiyamediamogul -  #PortArthurHelp ELDERLY… https://t.co/t3kgnxrXHE,1,Fourth Ward,0830,02,,0
djbuddhaTX,"#plz #help #dialysis #needed #medicalattention #asap 10219 Fleming Dr @ Houston, Texas https://t.co/kTXDYa6YFG",23,Midtown,0830,02,,0
DjRed_ScrewedUp,"#Repost creoleprincess82 ・・・ HTOWN COMING TOGETHER #htown  #real  #100 @ Houston, Texas https://t.co/lFNoAVXzGD",1,Fourth Ward,0830,02,,0
DjRed_ScrewedUp,#Repost hurricaneharveyreposts ・・・ #prayforhouston #houstonstrong #texas #hurricane… https://t.co/9mk2iSHloz,1,Fourth Ward,0830,02,,0
DjRed_ScrewedUp,"#Repost @MrSockGame ・・・ @ Houston, Texas https://t.co/2bixFwWITV",1,Fourth Ward,0830,02,,0
RasoolDMessenga,To get you through the storm #harvey #houston #htown hold it down💪 djrakuttz@youtube.com @ Third… https://t.co/3WnRe0IVdx,1,Fourth Ward,0830,02,,0
fwmj,Body language all thowed off.   He look salty den a pack of ramen seasoning   🙊🤣🤣🤣 @ Lakewood… https://t.co/v7nBCJ6ddD,1,Fourth Ward,0830,02,,0
RasoolDMessenga,#KingTheme @ KingTint Detail & Accessories https://t.co/KTW333PMO9,1,Fourth Ward,0830,02,,0
TrueDumbBlonde,Just posted a photo @ DBr Clothing Co https://t.co/A3zSH8yxIw,1,Fourth Ward,0830,02,,0
DjRed_ScrewedUp,"#TeamUs #TexasStrong #HurricaneHarveyReposts #WeGotUs @ Houston, Texas https://t.co/NNsKcX8pgA",1,Fourth Ward,0830,02,,0
RasoolDMessenga,3.5m views 🤘🎶🎧 Dj RaKuttz@youtube.com exclusive mixtapes sold at King Tint & Accessories 5812… https://t.co/16WMblZlN6,1,Fourth Ward,0830,02,,0
KiMMie_jR,We cute.! @ Canterbury Park https://t.co/FcAKlwfrsN,6,Washington Avenue Coalition / Memorial Park,0830,02,,0
IASISCareers,"St. Joseph Medical Center is expanding our team! We have a Registered Nurse... role in #Houston, TX open today!… https://t.co/xAytwfxrl8",6,Washington Avenue Coalition / Memorial Park,0830,02,nurse,1
RasoolDMessenga,#2pacshakur  #SCREWED  #picturemypain  MUST HEAR 🤘#PRESSPLAY ▶  https://t.co/hPk4myI02X @… https://t.co/hQCF2zAzxT,37,Greater Heights,0830,02,,0
DjRed_ScrewedUp,#Repost gtmayne ・・・ VERY URGENT! Please share & repost🙏🏾#socialwarriors this is happening RIGHT… https://t.co/30Z0Sx7hJD,37,Greater Heights,0830,02,,0
DavisReynoldsx,"🙏 there's hope. We'll survive! #prayforhouston #houston @ Houston, Texas https://t.co/O3wpp3pPCl",27,Addicks Park Ten,0830,02,,0
EthnikCulture,Thoughts and Constant prayers for those affected by Harvey! If you can Help please do it! If you… https://t.co/xltruRTEnz,27,Addicks Park Ten,0830,02,help,1
DjRed_ScrewedUp,#Repost gtmayne ・・・ VERY URGENT! Please share & repost🙏🏾#socialwarriors this is happening RIGHT… https://t.co/giPASZJrgi,27,Addicks Park Ten,0830,02,,0
DjRed_ScrewedUp,"#repost _wb4life 🙏🏽🙏🏽🙏🏽🙏🏽 @ Houston, Texas https://t.co/qNZIg861tu",1,Fourth Ward,0830,02,,0
7LVRD,This for all the people affected in Texas by hurricane Harvey SN I have friends and a small… https://t.co/gGM5np6Aex,1,Fourth Ward,0830,02,people,1
ABCKaitlyn,"Finally, after 5 days of rain, the sun breaks through...🌞🌞🌞 #hopeforhouston @ Houston, Texas https://t.co/lbsOKu7e7t",21,Greenway / Upper Kirby Area,0830,02,,0
ReynaJoyBanks,#corporate #prayer For #houston #texas #live #instagram #facebook  @ReynaJoyBanks   RIGHT NOW!!!… https://t.co/Q4gpuPn38S,1,Fourth Ward,0830,03,,0
USGS_TexasFlood,"#USGS08068780 - Little Cypress Ck nr Cypress, TX Height: 157.26ft ▼ (156.5ft) Flow: 1470cfs https://t.co/avh8v6BGNl",1,Fourth Ward,0830,03,,0
ashtonDFW2004,My prayers definitely go out to the people of Houston may you be strong and may you be brave and… https://t.co/S9rHP6T5in,59,Fairbanks / Northwest Crossing,0830,03,people,1
idalove2008,"#Houstonstrong  Medical, Behavioural and Mental Health night shift team! @ George R. Brown… https://t.co/VrZ2JdJ7YQ",1,Fourth Ward,0830,03,,0
DjRed_ScrewedUp,"#Repost justyaboyreece ・・・ SE Texas @ Houston, Texas https://t.co/afX5pqCFjG",1,Fourth Ward,0830,03,,0
DjRed_ScrewedUp,#Repost gtmayne ・・・ PLEASE HELP!!! #socialwarriors please repost & share!🙏🏾Look....these are… https://t.co/cddxsyVHGj,1,Fourth Ward,0830,03,help,1
RasoolDMessenga,"Me neither #harvey #houstonflood #firstreponders Hero's don't hate☝ @ Houston, Texas https://t.co/1yA0NTotJ7",1,Fourth Ward,0830,03,,0
TotalTrafficHOU,Flooding in #Humble on 69 Eastex Frontage Rd NB at Greens Rd #traffic https://t.co/vuUN2yElDh,1,Fourth Ward,0830,03,,0
TotalTrafficHOU,Flooding receded in #Downtown on 45 Gulf Fwy SB at 69 #traffic https://t.co/vuUN2yElDh,80,Greater Third Ward,0830,03,,0
TotalTrafficHOU,Flooding in #Houston on 610 W Lp Frontage Rd SB between SW Fwy Frontage Rd and Bellaire #traffic https://t.co/vuUN2yElDh,1,Fourth Ward,0830,03,,0
TotalTrafficHOU,Closed due to flooding. in #Tomball on Hwy 249 Tomball Pkwy Frontage Rd NB at Compaq Ctr Dr #traffic https://t.co/vuUN2yElDh,1,Fourth Ward,0830,03,,0
DjRed_ScrewedUp,"#Repost @MrSockGame ・・・ @ Houston, Texas https://t.co/Gh2jkZbmpO",30,Downtown,0830,03,,0
USGS_TexasFlood,"#USGS08068780 - Little Cypress Ck nr Cypress, TX Height: 157.22ft ▼ (156.5ft) Flow: 1450cfs https://t.co/fwYNjJamJ0",1,Fourth Ward,0830,03,,0
DessiiWorld,"PLEASE ask around before making donations ‼️ #hurricaneharvey @ Houston, Texas https://t.co/zFf1qYnUA0",1,Fourth Ward,0830,03,donation,1
DessiiWorld,"#portarthur #hurricaneharvey Send help ‼️‼️ @ Houston, Texas https://t.co/v6BR8bgLiZ",1,Fourth Ward,0830,03,help,1
VernonGreggoryG,Pray for all men for this is the will of God in Christ Jesus concerning you.   1 Timothy 2: I… https://t.co/2ePzsEHp8X,21,Greenway / Upper Kirby Area,0830,03,,0
Houston,light rain -> broken clouds wind 19mph -> 9mph,57,East Little York / Homestead,0830,03,,0
BLifeDTHouston,"Astros fall to Rangers in ""home"" game... https://t.co/CuAC5e529o",1,Fourth Ward,0830,03,home,1
MidtownVillBL,"Astros fall to Rangers in ""home"" game... https://t.co/yDriMlIa6l",1,Fourth Ward,0830,03,home,1
Derrekferguson,Here's to Hero's.   God Speed to them All. @ Wildwood at NorthPointe Community Forum https://t.co/I1WYy3iymN,1,Fourth Ward,0830,03,community,1
DjRed_ScrewedUp,#Repost hurricaneharveyreposts ・・・ AGAIN #portarthur #prayforhouston #houstonstrong #texas… https://t.co/34J2edziDg,1,Fourth Ward,0830,04,,0
USGS_TexasFlood,"#USGS08068325 - Willow Ck nr Tomball, TX Height: 128.62ft ▼ (127.9ft) Flow: 2340cfs https://t.co/5L8pjeX7gZ",70,Westchase,0830,04,,0
TotalTrafficHOU,Flooding receded in #Eastside on E Lp SB at Market #traffic https://t.co/vuUN2yElDh,1,Fourth Ward,0830,04,,0
Block23ENT,The side of African American males that they don't want to see ! #PrayForHouston #HarveyFlood… https://t.co/xCLddLLnh6,1,Fourth Ward,0830,04,,0
DjRed_ScrewedUp,#Repost hurricaneharveyreposts ・・・ #prayforhouston #houstonstrong #texas #hurricane… https://t.co/cEgl3g2O5Z,1,Fourth Ward,0830,04,,0
techgeek311,"iPhone cases #iphone7plus #apple #cases @ Houston, Texas https://t.co/h6FGo442vP",1,Fourth Ward,0830,04,,0
Majuhcosta,"Preze sempre pela Empatia, pois assim você começará a falar em elegância.  Neste caso é o que… https://t.co/fFIqWSgNf7",1,Fourth Ward,0830,04,,0
pgh1934,"¯\_(ツ)_/¯ yeah @ Houston, Texas https://t.co/kucZTsO2we",30,Downtown,0830,04,,0
DjRed_ScrewedUp,#Repost hurricaneharveyreposts ・・・ #prayforhouston #houstonstrong #texas #hurricane… https://t.co/S0zoeVK5Ej,75,Astrodome Area,0830,04,,0
DjRed_ScrewedUp,#Repost gtmayne ・・・ This is part 4 of 4 posts I'm posting of citizens with boats.… https://t.co/Iis3Z9pRpG,1,Fourth Ward,0830,04,boat,1
eclecticizm,"Legendary solution to ancient problem. @ Houston, Texas https://t.co/UuT0tTH36i",30,Downtown,0830,04,,0
dr_german,. كل عام وانته بخييييير يا طبيب جراح 💕 #رجل_والرجال_قليل . Happy birthdaaaaaay brother 💕… https://t.co/eqTmk20HhY,1,Fourth Ward,0830,04,,0
TotalTrafficHOU,Closed due to flooding. in #WestSide on W Sam Houston Tollway Frontage Rd NB between Westheimer and The I-10 Katy Fwy #traffic,1,Fourth Ward,0830,04,,0
DjRed_ScrewedUp,#Repost hurricaneharveyreposts ・・・ #prayforhouston #houstonstrong #texas #hurricane… https://t.co/JhpB0gV6Tg,1,Fourth Ward,0830,04,,0
GDKN,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/MaEipbibRj #warehouse #inventory… https://t.co/jjdcRB0uPa",1,Fourth Ward,0830,04,,0
TotalTrafficHOU,Closed due to flooding. in #Houston on W Sam Houston Tollway NB at Tanner Rd #traffic https://t.co/vuUN2yElDh,5,Eldridge / West Oaks,0830,04,,0
DjRed_ScrewedUp,#Repost @ASouthernJule ・・・ Please share this with Port Arthur residents waiting to be evacuated.… https://t.co/2Dk3sJItzV,1,Fourth Ward,0830,04,,0
LabattFoodJobs,"Want to work at Labatt Food Service? We're #hiring in #Houston, TX! Click for details: https://t.co/pVYeDUyCei #warehouse #jobs",1,Fourth Ward,0830,05,food service,2
USGS_TexasFlood,"#USGS08068325 - Willow Ck nr Tomball, TX Height: 128.52ft ▼ (127.9ft) Flow: 2300cfs https://t.co/vpJjYvnOx8",1,Fourth Ward,0830,05,,0
TotalTrafficHOU,Closed due to flooding. in #WestSide on W Sam Houston Tollway Frontage Rd SB between The I-10 Katy Fwy and Westpark #traffic,1,Fourth Ward,0830,05,,0
HWP_Media,"Link in the bio of raspy_rawls to donate @ Houston, Texas https://t.co/mcOgkDSklb",80,Greater Third Ward,0830,05,donate,1
TotalTrafficHOU,Closed due to flooding in #WestSide on W Sam Houston Tollway NB between Westheimer and The I-10 Katy Fwy #traffic https://t.co/vuUN2yElDh,1,Fourth Ward,0830,05,,0
TotalTrafficHOU,Closed due to flooding. in #Houston on W Sam Houston Tollway NB at Tanner Rd #traffic https://t.co/vuUN2ymKeH,1,Fourth Ward,0830,05,,0
MrWiredUpOhBoy,"The praying doesn't stop...Prayers go out to everyone in Port Arthur...🙏🏾🙏🏾🙏🏾🙏🏾 @ Houston, Texas https://t.co/6Tj0ab1aQS",80,Greater Third Ward,0830,05,,0
DjRed_ScrewedUp,"Just posted a photo @ Houston, Texas https://t.co/InnhwnF0ji",5,Eldridge / West Oaks,0830,05,,0
USGS_TexasFlood,"#USGS08068780 - Little Cypress Ck nr Cypress, TX Height: 156.95ft ▼ (156.5ft) Flow: 1350cfs https://t.co/iHZ6k2qANT",18,Ost / South Union,0830,05,,0
DjRed_ScrewedUp,"#Repost @gmtradio ・・・ @ Houston, Texas https://t.co/jritAY6Oqh",18,Ost / South Union,0830,05,,0
DjRed_ScrewedUp,#Repost hurricaneharveyreposts ・・・ #prayforhouston #houstonstrong #texas #hurricane… https://t.co/JvuYPPhPCN,2,Greater Uptown,0830,05,,0
DjRed_ScrewedUp,"🙏🏽🙏🏽🙏🏽🙏🏽🙏🏽 @ Houston, Texas https://t.co/D5zjhTKTQl",1,Fourth Ward,0830,05,,0
KidFromBuffalo,"""Hey Joel, buddy, pal. I heard there were some hiccups, with the door hinges down at your… https://t.co/3t8mZz1JbT",1,Fourth Ward,0830,05,,0
CVSHealthJobs,"We're #hiring! Read about our latest #job opening here: Sales Manager - https://t.co/HvpEaUl56h #Sales #Houston, TX",80,Greater Third Ward,0830,05,,0
HANKSCRAWFISH,"These last 48 hours should've show you who's your real neighbors, friends, families and country… https://t.co/L4gvmQlbRk",80,Greater Third Ward,0830,05,family,1
MacNC45Addict,"United we Stand 🤘🏾 @ Houston, Texas https://t.co/CWTOi2J4t4",67,Central Southwest,0830,05,,0
DjRed_ScrewedUp,"#Repost @DaTrillStak5 ・・・ Repost. Repost. @ Houston, Texas https://t.co/ntq9EFKItk",1,Fourth Ward,0830,05,,0
rudyrush,Should JOEL OSTEEN and Lakewood church be obligated to open doors… https://t.co/GX8nIjwn8s,30,Downtown,0830,05,,0
LabattFoodJobs,"We're #hiring! Read about our latest #job opening here: Driver, Route - https://t.co/eEkVfeJmnK #TruckDriver #Driver #Transportation",30,Downtown,0830,05,,0
DjRed_ScrewedUp,#Repost bossyinc ・・・ OMG !!!!! troubleman31 @KevinHeart4Real 979thebox gtmayne maddhatta979… https://t.co/s30Gzxmzx7,1,Fourth Ward,0830,05,,0
JCI_Jobs,"We're #hiring! Click to apply: Account Executive (Junior), Commercial Sales - https://t.co/wHDyW9vbV6 #Sales #Houston, TX #Job #Jobs",80,Greater Third Ward,0830,05,,0
hesosincere85,I love this woman's spirit not only is she gifted but her meekness… https://t.co/gpWQ2KnedO,75,Astrodome Area,0830,05,,0
DjRed_ScrewedUp,#Repost gtmayne ・・・ Please repost & share #socialwarriors This is what I was just told by one of… https://t.co/3xRvbIuEjI,1,Fourth Ward,0830,05,,0
LyndonJR86,😒😒😒😒😒😕😕😕😕 @ Lakewood Church https://t.co/C2OHWv3QEP,1,Fourth Ward,0830,05,,0
LabattFoodJobs,"We're #hiring! Click to apply: Day Dry Sanitation (Operations) - https://t.co/fPDehJsP0K #FacilitiesMgmt #Houston, TX #Job #Jobs",1,Fourth Ward,0830,06,,0
TotalTrafficHOU,Flooding.  three right lanes closed. in #WestSide on I-10 Katy Fwy Inbound at Eldridge Pkwy #traffic https://t.co/vuUN2yElDh,1,Fourth Ward,0830,06,,0
taketohoop,Good morning from @appsmobiletax #assertively #promoting… https://t.co/NNfTSva5ei,1,Fourth Ward,0830,06,,0
TotalTrafficHOU,Closed due to flooding. in #Tomball on Hwy 249 Tomball Pkwy Frontage Rd NB at Compaq Ctr Dr #traffic https://t.co/vuUN2ymKeH,1,Fourth Ward,0830,06,,0
BobHi,This is Not about religiousity ... its about Healing!   This is Not about rules and laws to… https://t.co/C67NnSekFI,1,Fourth Ward,0830,06,,0
DjRed_ScrewedUp,"#Repost @DaTrillStak5 ・・・ Repost Port Arthur Texas @ Houston, Texas https://t.co/2yBpYrZPwg",1,Fourth Ward,0830,06,,0
jtmurrell,Furiously praying for the thousands impacted by #HurricaneHarvey! We are called to be our… https://t.co/unquqtxvZB,1,Fourth Ward,0830,06,call,1
MaggieRulli,For the first time in days... I no longer have to wear these very fashionable rain pants. Here's… https://t.co/mtGZ7V5PP5,21,Greenway / Upper Kirby Area,0830,06,,0
TVWEEBIE,"Keeping the people of Texas in my thoughts & prayers ❤️❤️ #Texas #HurricaneHarvey @ Houston, Texas https://t.co/8Ki2Pvbdtm",53,East Houston,0830,06,people,1
3XTRAordinary_,"Non #Houston people! #harvey #hurricaneharvey @ Houston, Texas https://t.co/JDBcDhHm5t",1,Fourth Ward,0830,06,people,1
DjRed_ScrewedUp,#Repost chinob4thward ・・・ PLEEEEASE #REPOST !!!! 81 YEARS OLD IN #PORTARTHUR TRAPPED WATER… https://t.co/JYfKCHfHtx,1,Fourth Ward,0830,06,water,1
DjRed_ScrewedUp,"#Repost @kristencherei ・・・ @ Houston, Texas https://t.co/dKYFI4mHOJ",1,Fourth Ward,0830,06,,0
Kindred_Jobs,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/a9WLd2r9dH #Jobfair #Nursing #Hiring",1,Fourth Ward,0830,06,,0
uph53,"WOW !! Check ✔ This Out !!!! @ Houston, Texas https://t.co/RCMvlxTAh6",21,Greenway / Upper Kirby Area,0830,06,,0
SteadyJenny,"👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽 Say it LOUDER for the peeps in the back of this fucking mega ""church""!!!… https://t.co/Bc1VVC1YxP",1,Fourth Ward,0830,06,,0
DjRed_ScrewedUp,"#Repost djstevenice ・・・ Good AM! 😎 @ Houston, Texas https://t.co/UbPRhkMbCL",1,Fourth Ward,0830,06,,0
RockDaMullet,"Animal rescues in Houston.   #houston #tx #texas #harvey #hurricaneharvey #hurricane @ Houston,… https://t.co/v86OfdcR7c",1,Fourth Ward,0830,06,rescue,1
jalhtx,"Hi, Mr. and/or Mrs. Sun! ☀️ @ Houston, Texas https://t.co/rA0C22HWAd",1,Fourth Ward,0830,06,,0
onlyShanee,"Still not found, please look around and contact @energizerthadj if you see or hear anything… https://t.co/8pb3K9tZhP",30,Downtown,0830,06,contact,1
DjRed_ScrewedUp,"#Repost majic1021 ・・・ HEADS-UP for people in Sugar Land #Harvey @ Houston, Texas https://t.co/OlV0WcRorz",30,Downtown,0830,07,people,1
SB_HoustonDeals,Up to 54% Off Haircut Packages at Paul Mitchell the School https://t.co/ZavWrnJB8D,1,Fourth Ward,0830,07,school,1
Houston,Aug 30 UV index forecast for Houston is 1 (low),1,Fourth Ward,0830,07,,0
GDKN,"See our latest #Houston, TX #job and click to apply: Administrative Assistant - https://t.co/RiT4J4ajD4 #Clerical… https://t.co/G6tlHpxj9L",1,Fourth Ward,0830,07,,0
