902035260191391744,9 trillion... that's TRILLION gallons of water have fallen... with more to come #hurricaneharvey… https://t.co/z4RsDzhbvS,Mon Aug 28 00:08:59 CDT 2017,"29.9689,-95.6969",JBARH,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",80,Greater Third Ward
902035290969268224,"This is how bad it is in Houston, Texas. Before and after Hurricane Harvey. #howbaditis #houston… https://t.co/8Y0dAFRE4O",Mon Aug 28 00:09:07 CDT 2017,"29.7629,-95.3832",octavio_zaya,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902035556216868864,"#hurricaneharvey #help #repost @ Houston, Texas https://t.co/KHssQT8ZEi",Mon Aug 28 00:10:10 CDT 2017,"29.7629,-95.3832",zbostillonit,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902035592791261184,😰🏋🏿🏋🏿 training camp to relieve stress from this 🌪🌪🌪🌊🌊🌊☔️☔️☔️☔️☔️ #fitness #fit #fitgirls… https://t.co/JTf6ayy8Ru,Mon Aug 28 00:10:18 CDT 2017,"29.6441622,-95.46883106",burrle5,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902035601372790784,"Interested in a #job in #Houston, TX? This could be a great fit: https://t.co/8TvyL33x5o #trucking #warehouse #Hiring",Mon Aug 28 00:10:21 CDT 2017,"29.8443326,-95.3590138",SEFLCareers,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902035621614583808,#Pray4Houston #PrayForHouston #Houston #HurricaneHarvey #StandStrong #HelpHouston… https://t.co/6OOJ9xnglN,Mon Aug 28 00:10:25 CDT 2017,"29.7629,-95.3832",devonturner21,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",84,Meyerland Area
902035686450192384,"So, guess I'm not setting the alarm for tomorrow (forecast for 6am tomorrow) @ Westside,… https://t.co/iDCCpwsr08",Mon Aug 28 00:10:41 CDT 2017,"29.72418314,-95.61990397",weremonkeys,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902036189816823808,"Ah, this was part I. I do things backwards, lol. Hurricane flow.  Song: ""Sakura"" Artist: KRANE &… https://t.co/vFtCx80cs5",Mon Aug 28 00:12:41 CDT 2017,"29.7629,-95.3832",kvflowmar,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902036263422840832,"#hurricaneharvey #help #repost @ Houston, Texas https://t.co/WFADFSLwRf",Mon Aug 28 00:12:58 CDT 2017,"29.7629,-95.3832",zbostillonit,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902036326618472452,Prayers are going out to Houston 🙏🏾🙏🏾🙏🏾 it's really bad down south right now!   #prayforhouston… https://t.co/lxfu6KUVtB,Mon Aug 28 00:13:13 CDT 2017,"29.7629,-95.3832",itsbcfoo,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",19,Meadowbrook / Allendale
902036620504858624,They say some of these neighborhoods may be flooded for 2 months,Mon Aug 28 00:14:24 CDT 2017,"29.63963964,-95.50563573",_ClutchCity,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902036710011400192,The charities listed are the ones you should be giving your money to... don't get it twisted.… https://t.co/auJcx9h0Qi,Mon Aug 28 00:14:45 CDT 2017,"29.7629,-95.3832",OdysseyGarza,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902036796300812288,"#realtalk #wiseupriseup @ Third Ward, Houston https://t.co/9CaTKphJXV",Mon Aug 28 00:15:05 CDT 2017,"29.73,-95.36",RasoolDMessenga,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902037495579385856,"Earlier when going into the city trying to find food.... @ Houston,… https://t.co/mjbDzh7ZFq",Mon Aug 28 00:17:52 CDT 2017,"29.7629,-95.3832",joeyflames08,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902037512327237632,Water levels rising some more 🙏🏽🙏🏽🙏🏽 #Houston #Qualityoverquanity #fountainofgains… https://t.co/eIS1QA88n5,Mon Aug 28 00:17:56 CDT 2017,"29.7629,-95.3832",acefitbody,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902037665457033216,"#USGS08068780 - Little Cypress Ck nr Cypress, TX Height: 161.01ft ▼ (156.5ft) Flow: 8140cfs https://t.co/gWvJW1zfTU",Mon Aug 28 00:18:33 CDT 2017,"30.01605437,-95.6974463",USGS_TexasFlood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902037854599102464,"Prayers for my city #hurricaneharvey @ Houston, Texas https://t.co/nOqLq5wYUw",Mon Aug 28 00:19:18 CDT 2017,"29.7629,-95.3832",elizabeth_c_g,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",67,Central Southwest
902037859187777537,"#Repost @yungbillrapsumo ・・・ Come on People. #ThisAintTheTime #Smh @ Houston, Texas https://t.co/WsmODMmlZY",Mon Aug 28 00:19:19 CDT 2017,"29.7629,-95.3832",DjRed_ScrewedUp,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902037863109353472,As is sit here in LA with tears in my eyes watching my city get torn apart in the news I still… https://t.co/Fg4cO8X6pD,Mon Aug 28 00:19:20 CDT 2017,"29.7629,-95.3832",djbuddhaTX,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",55,Northside/Northline
902037871002918912,"Helicopters out rescuing people...... @ Houston, Texas https://t.co/bfnaZ7Jh7B",Mon Aug 28 00:19:22 CDT 2017,"29.7629,-95.3832",joeyflames08,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902037964028567557,Things are so bad. I can't stop crying. New vlog update coming soon on #YouTube… https://t.co/LAVWryOzKb,Mon Aug 28 00:19:44 CDT 2017,"29.7629,-95.3832",Geekgirlfinds,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902038052083822593,"18 wheelers stuck in the flooded expressways..... @ Houston, Texas https://t.co/OnXzX1t9OL",Mon Aug 28 00:20:05 CDT 2017,"29.7629,-95.3832",joeyflames08,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902038163857833984,"❤✌💯 @ Westside, Houston, Texas https://t.co/fzuk4WL442",Mon Aug 28 00:20:31 CDT 2017,"29.72418314,-95.61990397",MaykupJunkee,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",5,Eldridge / West Oaks
902038237912465412,#PrayForHouston a lot of ppl still in desperate need for help!   We have record breaking… https://t.co/alFscQsqmR,Mon Aug 28 00:20:49 CDT 2017,"29.9469,-95.4064",ORBITDIDIT,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902038418456182785,"Flooded expressways...... @ Houston, Texas https://t.co/RKVrnid57A",Mon Aug 28 00:21:32 CDT 2017,"29.7629,-95.3832",joeyflames08,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902038798061711361,Our street is officially under water and it's rising. Please keep praying! @ Casa De Los Carrillos https://t.co/TNrk25IxIA,Mon Aug 28 00:23:03 CDT 2017,"29.97159114,-95.58165846",theamberc,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902039193530097665,I have no words. I'm completely heartbroken💔. I can't watch the news and not want to cry😢. I… https://t.co/QVR7hQvLHd,Mon Aug 28 00:24:37 CDT 2017,"29.7629,-95.3832",carteram92,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902039245807869952,"🌪️🌀🌧️🌪️🌀🌨️🌪️🌀🌨️🌪️🌀🌨️.🤡👀 @ Houston, Texas https://t.co/roll6sSz23",Mon Aug 28 00:24:49 CDT 2017,"29.7629,-95.3832",PattyChocMilk,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902039574318284801,George R. Brown Convention Center opening it's doors as a shelter.… https://t.co/8pac7d1pZP,Mon Aug 28 00:26:08 CDT 2017,"29.75217779,-95.35790357",joeyflames08,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902039787716169728,High water affecting all main lanes in #EastSide on I-10 Baytown E Fwy Outbound between Normandy and Uvalde #traffic https://t.co/vuUN2yElDh,Mon Aug 28 00:26:59 CDT 2017,"29.77119,-95.20629",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902039790710902784,High water affecting all main lanes in #EastSide on I-10 Baytown E Fwy Inbound between The E Lp and Wayside #traffic https://t.co/vuUN2yElDh,Mon Aug 28 00:26:59 CDT 2017,"29.77562,-95.26404",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",66,Brays Oaks
902039798608736256,High water affecting all main lanes in #Downtown on I-45 N Fwy Outbound between Quitman and The 610 N Lp #traffic https://t.co/vuUN2yElDh,Mon Aug 28 00:27:01 CDT 2017,"29.77932,-95.36819",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902039814475841536,High water in exit ramp in #SeSide on 610 N Lp EB at The 45 Gulf Fwy #traffic https://t.co/vuUN2yElDh,Mon Aug 28 00:27:05 CDT 2017,"29.6973,-95.28931",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902039817671909376,High water affecting all main lanes in #Eastside on 610 E Lp SB at Market #traffic https://t.co/vuUN2yElDh,Mon Aug 28 00:27:06 CDT 2017,"29.7696,-95.2653",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902039821094440960,High water affecting all main lanes on E Lp SB at The Port Of Houston #traffic https://t.co/vuUN2yElDh,Mon Aug 28 00:27:07 CDT 2017,"29.73145,-95.26613",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",80,Greater Third Ward
902039822445019136,High water affecting all main lanes in #Meyerland on 610 W Lp SB between Beechnut and Stella Link Rd #traffic https://t.co/vuUN2yElDh,Mon Aug 28 00:27:07 CDT 2017,"29.68926,-95.45907",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902039816119910400,High water affecting all main lanes in #Eastside on 610 E Lp NB at Clinton #traffic https://t.co/vuUN2yElDh,Mon Aug 28 00:27:05 CDT 2017,"29.73832,-95.26542",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902039825016135680,High water affecting all main lanes in #MeyerPark on 610 S Lp WB between Stella Link Rd and Beechnut #traffic https://t.co/vuUN2yElDh,Mon Aug 28 00:27:08 CDT 2017,"29.67924,-95.44003",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902039826777735170,High waters affecting all main lanes in #MeyerPark on 610 S Lp WB at S. Post Oak #traffic https://t.co/vuUN2yElDh,Mon Aug 28 00:27:08 CDT 2017,"29.68206,-95.45882",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902039842909036544,High water affecting all main lanes on Hwy 288 S Fwy Inbound between The S Lp and 69 SW Fwy #traffic https://t.co/vuUN2yElDh,Mon Aug 28 00:27:12 CDT 2017,"29.68057,-95.38122",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902039863561736193,High water affecting all main lanes on The Westpark Tollway EB at US 69 #traffic https://t.co/vuUN2yElDh,Mon Aug 28 00:27:17 CDT 2017,"29.72347,-95.49157",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902039866074165248,High water affecting all lanes in #Harris on Beltway 8 N Frontage Rd WB between Hwy 59 and Hardy Toll Rd #traffic https://t.co/vuUN2yElDh,Mon Aug 28 00:27:17 CDT 2017,"29.93993,-95.29603",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902040045972049920,"Flooded Expressways in the Downtown area...... @ Houston, Texas https://t.co/QH3nld5k9N",Mon Aug 28 00:28:00 CDT 2017,"29.7629,-95.3832",joeyflames08,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902040276008448000,house is officially flooded.  it's still raining too. #hurricaneharvey2017 #hurricaneharvey… https://t.co/xnCpizc582,Mon Aug 28 00:28:55 CDT 2017,"29.9699114,-95.58470072",sunniblush,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902040428588830720,A random individual floating down the flooded expresway...... @… https://t.co/WMEE6dxPxq,Mon Aug 28 00:29:31 CDT 2017,"29.7629,-95.3832",joeyflames08,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902040435975172097,"#USGS08068780 - Little Cypress Ck nr Cypress, TX Height: 160.99ft ▼ (156.5ft) Flow: 8050cfs https://t.co/sxPruUHSLS",Mon Aug 28 00:29:33 CDT 2017,"30.01605437,-95.6974463",USGS_TexasFlood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902040487523221505,僕の父親の実家があるテキサス州ヒューストン市。現在、豪雨とトルネードの被害にさらされている状態です。去年の熊本地震の時は、ヒューストンにいる親戚たちが色々な形で支援や応援を送ってくれました。下記… https://t.co/nxUR1C4QEK,Mon Aug 28 00:29:45 CDT 2017,"29.7629,-95.3832",patokon,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902040960225435648,Pray for Houston‼️🙏🏾😇 . . . . #HurricaneHarvey #Houston #Texas #Hurricane #Storm #Weather #Flood… https://t.co/rbhk7tERRy,Mon Aug 28 00:31:38 CDT 2017,"29.7629,-95.3832",j_promos,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902040987144478720,"Flooded expressway in the downtown area...... @ Houston, Texas https://t.co/fYyIOSoQVv",Mon Aug 28 00:31:45 CDT 2017,"29.7629,-95.3832",joeyflames08,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902041280133206016,"Stop refilling water demmit!  #HTown @ Houston, Texas https://t.co/EAkOeQdKzO",Mon Aug 28 00:32:54 CDT 2017,"29.7629,-95.3832",ryanulitin,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902041335284338688,5812 Cullen 35% #special $90 around!!! Where you get the #ROYAL treatment!! #lifetimewarranty… https://t.co/dmhjqOKqzk,Mon Aug 28 00:33:08 CDT 2017,"29.7629,-95.3832",RasoolDMessenga,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902041430931025921,This is the worse I've ever seen in all the 19 years I've lived in this city. When will we… https://t.co/YuhorhmUKQ,Mon Aug 28 00:33:30 CDT 2017,"29.7629,-95.3832",naturallynelma,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902041696556503040,"#USGS08075900 - Greens Bayou nr US Hwy 75 nr Houston, TX Height: 85.39ft ▲ (84.8ft) Flow: 11400cfs https://t.co/RDiTmcb35q",Mon Aug 28 00:34:34 CDT 2017,"29.95688886,-95.4179936",USGS_TexasFlood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902041943378681856,"#USGS08074000 - Buffalo Bayou at Houston, TX Height: 34.16ft ▲ (28ft) Flow: 0cfs https://t.co/lBqHZd45GJ",Mon Aug 28 00:35:33 CDT 2017,"29.76022829,-95.4085505",USGS_TexasFlood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",5,Eldridge / West Oaks
902042175071862788,All my thoughts and prayers are with everyone back home. Please stay safe out there. Our city… https://t.co/QjO21leMBW,Mon Aug 28 00:36:28 CDT 2017,"29.7629,-95.3832",theRIANking,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902042332186411008,Eh it's way more complex than that tbh https://t.co/lEWkUIiffI,Mon Aug 28 00:37:05 CDT 2017,"29.746668,-95.36519",WinkWestwood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",13,Greater Greenspoint
902042403992997888,"🚨#Repost krisjenner If you have family in Houston, please share.  We need help and support from… https://t.co/4b20cOkG78",Mon Aug 28 00:37:22 CDT 2017,"29.7629,-95.3832",TeamDoubleDose,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902042521789923328,"Me and my poncho stunnin' in the streets of Houston🤘🏽 #blesshouston @ Houston, Texas https://t.co/hf8u8laqwt",Mon Aug 28 00:37:50 CDT 2017,"29.7629,-95.3832",dallanacamargo,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902042826078396416,"Maintaining Your Joy 101. @ Westside, Houston, Texas https://t.co/KMUIRmYXPz",Mon Aug 28 00:39:03 CDT 2017,"29.72418314,-95.61990397",EYErratic,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902042954793148416,"#USGS08074150 - Cole Ck at Deihl Rd, Houston, TX  Heavy Rain (1 in/hr) over the last 15 minutes  https://t.co/XZfVTMk0Su",Mon Aug 28 00:39:34 CDT 2017,"29.8513369,-95.4879965",USGS_TexasRain,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902043076205703168,絶対に誰かやると思ってた。 期待を裏切らないわ〜！ #Repost @KVUE ・・・ That's one way to make light of a bad situation… Texashttps://www.instagram.com/p/BYU3jmVgatI/,Mon Aug 28 00:40:03 CDT 2017,"29.7629,-95.3832",HiromiMiyamoto3,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902043286952665089,"I keep telling y'all it takes more than ""us coming together"" for us to ""win"". That's just part of battle/struggle",Mon Aug 28 00:40:53 CDT 2017,"29.746668,-95.36519",WinkWestwood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902043431387754496,"""This is climate science denial at its most dangerous, as Trump is putting vulnerable… https://t.co/FcTGtnv6Z1",Mon Aug 28 00:41:27 CDT 2017,"29.7629,-95.3832",djbuddhaTX,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
902043520759824384,"Photoshoot we did before #hurricaneharvey @ Greenspoint, Houston https://t.co/UyHH7HPld5",Mon Aug 28 00:41:49 CDT 2017,"29.9469,-95.4064",stackztootrill,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
902044208751669248,"#USGS08068780 - Little Cypress Ck nr Cypress, TX Height: 160.96ft ▼ (156.5ft) Flow: 7930cfs https://t.co/4hhGeE38DL",Mon Aug 28 00:44:33 CDT 2017,"30.01605437,-95.6974463",USGS_TexasFlood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown
902044211238895616,"#USGS08076000 - Greens Bayou nr Houston, TX Height: 62.58ft ▲ (55ft) Flow: 25400cfs https://t.co/H7xvVtAIts",Mon Aug 28 00:44:33 CDT 2017,"29.9182784,-95.3068796",USGS_TexasFlood,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
