903122805985869824,There is a #gofundme page set up for this sweet baby girl by @michaelskolnik (amazing civil… https://t.co/t8E7GmYMhs,Thu Aug 31 00:10:30 CDT 2017,"29.7629,-95.3832",vickikeough,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",6,Washington Avenue Coalition / Memorial Park
903123224166260736,"Just posted a photo @ Houston, Texas https://t.co/MbB4fPapmD",Thu Aug 31 00:12:10 CDT 2017,"29.7629,-95.3832",lillysa1,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903123277845073921,Closed due to high water in #Harris on S Sam Houston Pkwy Frontage Rd EB between Hwy 35 and Blackhawk Blvd #traffic https://t.co/vuUN2yElDh,Thu Aug 31 00:12:23 CDT 2017,"29.60018,-95.28638",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",80,Greater Third Ward
903123298485186561,#houston DJ's coming together this weekend at PROOF this Saturday doing it for the home team and… https://t.co/fI94Vblove,Thu Aug 31 00:12:28 CDT 2017,"29.74584,-95.37545",party4free,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903123645819703296,Get our royal blue/gold MUSICIAN FIRST DRUMMER SECOND at https://t.co/3L5Lnx5NCD  #drummers #music… https://t.co/O2hvZSnXmf,Thu Aug 31 00:13:51 CDT 2017,"29.7629,-95.3832",FLAMGearCo,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",25,Memorial
903124076394418176,"S/O to my good friend and DJ @ari_thedj and the campaign she is working with, the ""Houston… https://t.co/JK73hZPbfR",Thu Aug 31 00:15:33 CDT 2017,"29.7629,-95.3832",JanuarysVeriOwn,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903125811997409280,S/O to the big homie @ShopFinesseGVNG for donating/ giving out 50 to 75 Shirts Sizes Small - 2x… https://t.co/kcUC1xPU0v,Thu Aug 31 00:22:27 CDT 2017,"29.7629,-95.3832",JanuarysVeriOwn,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903126063273844736,"Creativity is the mission. #artteacher @ Westside, Houston, Texas https://t.co/lWhXkmj7Jb",Thu Aug 31 00:23:27 CDT 2017,"29.72418314,-95.61990397",EYErratic,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903126116633890816,#OperationSaveLives. 🙏🏽 It's really hard to put into words seeing this disaster up close. I only… https://t.co/BwAwMYJ9BU,Thu Aug 31 00:23:40 CDT 2017,"29.7629,-95.3832",J_Phillips_,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903126296900714496,"Worn out, too tired to run away, Harvey affected all walks of life 🦌 | #HoustonStrong @ Houston,… https://t.co/xjwBcTF8SJ",Thu Aug 31 00:24:23 CDT 2017,"29.7629,-95.3832",N8d0gg7,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903126414001569792,🖋 . . اللهم يارب العالمين يارحمن يارحيم يَاذَا  جلال و الإكرام إني أسألك من عظيم لطفك وكرمك و… https://t.co/xJu1oa31G9,Thu Aug 31 00:24:51 CDT 2017,"29.7629,-95.3832",A_mnsori,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903126732546310145,Buscando la mejor manera de ayudar llegamos a la conclusión que queremos hacerlo ayudando a los… https://t.co/98Q1VlId68,Thu Aug 31 00:26:06 CDT 2017,"29.7629,-95.3832",MeliBlancoPR,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903126927766052864,"WE ARE TEXAS STRONG  THANK YOU to all our customers, vendors, friends and family members that… https://t.co/v78zQzew0R",Thu Aug 31 00:26:53 CDT 2017,"29.799106,-95.3677003",EcareMedical,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903127286161051648,Harvey's Approach (Cloud series #11)  https://t.co/dvRIIoYet4,Thu Aug 31 00:28:18 CDT 2017,"29.7687903,-95.3511292",brandiuntz,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903127664881434624,"Text HARVEY to 90999, the American Red Cross to donate $10 for… https://t.co/57mJsUCtS5",Thu Aug 31 00:29:49 CDT 2017,"29.7629,-95.3832",amichaelevansjr,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903128151160569856,"""Not by water"" 🖤 #hurricaneharvey @ Houston, Texas https://t.co/YQnTigLqBJ",Thu Aug 31 00:31:45 CDT 2017,"29.7629,-95.3832",mommasfatboi,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903128205560655873,Back to the daily Grind....GOOD MORNING PPL!!! #Workflow @ Grocers… https://t.co/7HZHyBGIbt,Thu Aug 31 00:31:58 CDT 2017,"29.70324247,-95.378916",THAJRL325,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",4,Greater Hobby Area
903128307054428160,"We're #hiring! Click to apply: P&D DRIVER - https://t.co/xEGbfLqMFW #Transportation #Houston, TX #Job #Jobs",Thu Aug 31 00:32:22 CDT 2017,"29.6305783,-95.2956777",SEFLCareers,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903129183185887232,"Can you recommend anyone for this #job in #Houston, TX? https://t.co/Qj5UhTekxp #MD #Physician #Veterans #Hiring",Thu Aug 31 00:35:51 CDT 2017,"29.7604267,-95.3698028",MedExpressJobs,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",23,Midtown
903130048257032192,JJ Watt the next Mayor for Houston! #JJWatt is truly the voice for… https://t.co/6IGaQY2mMg,Thu Aug 31 00:39:17 CDT 2017,"29.7629,-95.3832",staceytfrank,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903130217220374529,"@Regrann from @eat_bike_run -  Ok my running friends, this one is for y'all.  Let's come… https://t.co/C7HotxgHMO",Thu Aug 31 00:39:57 CDT 2017,"29.7629,-95.3832",RacheleRobFit,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903131061605060608,#Repost @justyn_bradley (get_repost)  #Qualityoverquanity #fountainofgains… https://t.co/jTqu5aJRRR,Thu Aug 31 00:43:19 CDT 2017,"29.7629,-95.3832",acefitbody,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903131569421860864,I will always support and rep my city ❤️🤘🏽. Together and strong we will stand; fore after every… https://t.co/Ag6tXNP3xZ,Thu Aug 31 00:45:20 CDT 2017,"29.7629,-95.3832",XOXOBesamor,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903131935861608448,LEADING OFF: Astros headed home; Red Sox-Yanks; O's fly high https://t.co/4OQlaTx8QJ,Thu Aug 31 00:46:47 CDT 2017,"29.75020027,-95.36769867",BLifeDTHouston,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903132021064642560,ABC13 reporter Chauncy Glover meets baby he helped deliver during flood https://t.co/WeQqSRx4mM,Thu Aug 31 00:47:07 CDT 2017,"29.85140038,-95.25869751",EastHoustonBL,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903132060293980161,"Pa'el hombre de mi vida!!! @ Houston, Texas https://t.co/bGWLivZoYA",Thu Aug 31 00:47:17 CDT 2017,"29.7629,-95.3832",rita5657,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903132433783992320,"See our latest #Houston, TX #job and click to apply: OTR Flatbed Drivers Needed - https://t.co/HawRrx5jFY #trucking #truckers #flatbed",Thu Aug 31 00:48:46 CDT 2017,"29.7604267,-95.3698028",DriveMelton,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",5,Eldridge / West Oaks
903132443980349441,"Join the Hobby Lobby team! See our latest #job opening here: https://t.co/K4RRBYOYGC #management #Management #Houston, TX #Hiring",Thu Aug 31 00:48:48 CDT 2017,"29.9852642,-95.5011045",HobbyLobbyJobs,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903133186015862784,"#Interesante #NuncaHePensadoAsí @ Houston, Texas https://t.co/bQf2iryOcg",Thu Aug 31 00:51:45 CDT 2017,"29.7629,-95.3832",rita5657,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903133536147963904,Fall Out Boy donates concert proceeds to Hurricane Harvey relief efforts https://t.co/pogzNjjR8Q,Thu Aug 31 00:53:09 CDT 2017,"29.74880028,-95.34380341",MidtownVillBL,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903133537745997824,LEADING OFF: Astros headed home; Red Sox-Yanks; O's fly high https://t.co/l3QiDcoGVQ,Thu Aug 31 00:53:09 CDT 2017,"29.74880028,-95.34380341",MidtownVillBL,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903134083554754561,"One photo from the many taken the past week in Houston. @ Houston, Texas https://t.co/HPzjrhBqhU",Thu Aug 31 00:55:19 CDT 2017,"29.7629,-95.3832",JanJohnsonPhoto,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903134466020925440,"Love me like I was your last chance!!! @ Houston, Texas https://t.co/zNL1vQqYY0",Thu Aug 31 00:56:50 CDT 2017,"29.7629,-95.3832",rita5657,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903135168818319360,"#AmorTotal @ Houston, Texas https://t.co/8zlbRyh9Tq",Thu Aug 31 00:59:38 CDT 2017,"29.7629,-95.3832",rita5657,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903135735447822337,"They had my Maxwell so spooked out today with that nerf gun. Every move I took, he took, he was… https://t.co/8SXhEE7w4u",Thu Aug 31 01:01:53 CDT 2017,"29.89369661,-95.6902309",Harbors_Station,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903136904685772800,There are a lot of Angels on Earth during @dharvey1122 one is jimmcingvale known as #MattressMac… https://t.co/lM2wvG5Soq,Thu Aug 31 01:06:32 CDT 2017,"29.7629,-95.3832",CanduManagement,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903137019567542273,"HOUSTON --  Hurricane Harvey has wrecked havoc since it first made landfall on Friday night,… https://t.co/CrohqPOKih",Thu Aug 31 01:06:59 CDT 2017,"29.7629,-95.3832",BarriMedia,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",39,Northside Village
903138602267185153,"""For even the Son of Man did not come to be served, but to serve..."" Mark 10:45 🙏🏿🙌🏿 Today was… https://t.co/U92NOknKaA",Thu Aug 31 01:13:16 CDT 2017,"29.75217779,-95.35790357",TroubleSum,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903140025021341696,"I remember when Houston wasn't flooded 🥀 @ Houston, Texas https://t.co/ewgdn1OMJO",Thu Aug 31 01:18:56 CDT 2017,"29.7629,-95.3832",JoseIsBased,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown
903141707025453057,awesometattoostudio doing $60 Texas or Houston themed palm sized… https://t.co/FmkPSFsBow,Thu Aug 31 01:25:37 CDT 2017,"29.73401,-95.40607",nicoledelagarza,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903146594559696896,"This #job might be a great fit for you: Driver, Route - https://t.co/eEkVfeJmnK #TruckDriver #Driver #Transportation #Houston, TX #Hiring",Thu Aug 31 01:45:02 CDT 2017,"29.7604267,-95.3698028",LabattFoodJobs,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903147124732248064,Now Hiring DM me for more info #byob #htownnightlife #strippers #htxmodels #securethatbag @… https://t.co/oTlOfFFAkF,Thu Aug 31 01:47:08 CDT 2017,"29.93814,-95.39639",IamBobbyJamez,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903147546779951104,I started a campaign to give books to readers in the middle-high school via GFM and hope that… https://t.co/PhNf5nhEKq,Thu Aug 31 01:48:49 CDT 2017,"29.7629,-95.3832",MarcusLMS,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903147650891083776,#godblesstexas🇨🇱  MUGS on sale starting tomorrow $11.00 + tax and shipping each.  #hopealliswell… https://t.co/VajlgBaj0p,Thu Aug 31 01:49:14 CDT 2017,"29.7629,-95.3832",Dg30Paw,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903148430486274048,My heart & prayers are with all victims and people who have suffered and still suffering from… https://t.co/CfektRKhat,Thu Aug 31 01:52:20 CDT 2017,"29.7629,-95.3832",Laura7MJ,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",62,Macgregor
903152502929068032,Thank you to all who have sent in prayers and donations and have… https://t.co/9xagxglEXZ,Thu Aug 31 02:08:31 CDT 2017,"29.7629,-95.3832",KZOMBI3,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903153270381826048,scattered clouds -> clear sky temperature down 82°F -> 75°F humidity down 74% -> 61%,Thu Aug 31 02:11:34 CDT 2017,"29.76,-95.37",Houston,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",4,Greater Hobby Area
903153934876811265,"JMB, 1983 #Houston be strong 💪#basquiat @ Houston, Texas https://t.co/9h5XPYfWc0",Thu Aug 31 02:14:12 CDT 2017,"29.7629,-95.3832",Lot180,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903154275987193857,"🌎☄️✨Give it too me💫🌞🌝 @ Clear Lake City, Texas https://t.co/gqRiMc4R4X",Thu Aug 31 02:15:33 CDT 2017,"29.555,-95.115",McKenzie_l33,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown
903154370593910784,اللهم إشفى جميع مرضى السرطان و أجعل ما أصابهم تكفيراً لذنوبهم ، واجعل يالله نهاية تعبهم شفاءً لا يغادره سقماً♥️ https://t.co/bbHUpdKjtH,Thu Aug 31 02:15:56 CDT 2017,"29.700982,-95.39871775",RaneemShalhoub,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903155626712453120,اللهم إشفى جميع مرضى السرطان و أجعل ما أصابهم تكفيراً لذنوبهم ، واجعل يالله نهاية تعبهم شفاءً لا يغادره سقماً♥️ https://t.co/jTZjmtdiBv,Thu Aug 31 02:20:55 CDT 2017,"29.70467411,-95.40054314",RaneemShalhoub,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903155630797672448,Someone tell that piece of shit 2 Mexicans lost their lives rescuing others and 2 more are lost.… https://t.co/s5tXBGcNGe,Thu Aug 31 02:20:56 CDT 2017,"29.7629,-95.3832",djbuddhaTX,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903156177147711490,"Just posted a photo @ Meyerland, Houston https://t.co/I9vomAVZwz",Thu Aug 31 02:23:07 CDT 2017,"29.685,-95.4674",panthersquad,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903157035180666880,....,Thu Aug 31 02:26:31 CDT 2017,"29.6814849,-95.62783",FDABRIPTOY,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903157481106497536,"Just posted a video @ Houston, Texas https://t.co/h5c6PnFnhU",Thu Aug 31 02:28:18 CDT 2017,"29.7629,-95.3832",rastamma,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903157524966162432,"Want to work in #Houston, TX? View our latest opening: https://t.co/FSUwyKYls7 #MD #physician #Veterans #Job #Jobs #Hiring",Thu Aug 31 02:28:28 CDT 2017,"29.7604267,-95.3698028",MedExpressJobs,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903157596215025664,This isn't during #harvey2017 in #houston but it might as well have been. I love my people.… https://t.co/fLIv4QvCJd,Thu Aug 31 02:28:45 CDT 2017,"29.555,-95.115",AndreaSilver_,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903157874951692288,#drones #drone #dronestagram #dronelife #drone_countries @ Hermann Park https://t.co/PoIfV1mZnd,Thu Aug 31 02:29:51 CDT 2017,"29.7211,-95.3914",GRIDIRONFILMZ,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903158209866854400,"Baby Vanessa is here!!! Born August 30th, 2017 11:41 PM @ Children's… https://t.co/iv8HAHLvHc",Thu Aug 31 02:31:11 CDT 2017,"29.71387049,-95.39556836",js713_2000,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown
903158453627219968,"#drone @ Houston, Texas https://t.co/j22JFFdEon",Thu Aug 31 02:32:09 CDT 2017,"29.7629,-95.3832",GRIDIRONFILMZ,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903158598284562432,@lftbadmansheezy is Kristy kreme open bro I'm getting donuts tomorrow ?,Thu Aug 31 02:32:44 CDT 2017,"29.6814737,-95.6278543",FDABRIPTOY,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",53,East Houston
903159076233859072,When I come to #HOU to Host #HOUABL please believe that I'm wearing this... #HoustonStrong… https://t.co/7peK7oOXZq,Thu Aug 31 02:34:38 CDT 2017,"29.7629,-95.3832",DRESthaBEATnik,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903160405073076224,Ready for a new #adventure? Join us at St. Joseph Medical Center as a RN Case... - click to apply and say hi!… https://t.co/sOkBAfoNsw,Thu Aug 31 02:39:55 CDT 2017,"29.7482734,-95.3660781",IASISCareers,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903163196109881345,Closed due to high water in #Houston on Hwy 6 Both NB/SB between PARK ROW and Clay Rd. #traffic https://t.co/vuUN2yElDh,Thu Aug 31 02:51:00 CDT 2017,"29.78785,-95.64484",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903163199247314945,High water affecting all main lanes in #WestSide on Hwy 6 SB at Patterson #traffic https://t.co/vuUN2yElDh,Thu Aug 31 02:51:01 CDT 2017,"29.81329,-95.64545",TotalTrafficHOU,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",30,Downtown
903163621693259776,"Can you recommend anyone for this #job in #Cypress, TX? https://t.co/EqXM2ziItg #Simon #Marketing #Hiring #CareerArc",Thu Aug 31 02:52:42 CDT 2017,"29.9716905,-95.6937856",SimonCareers,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903166182005420032,To get my mind off of Hurricane Harvey let's go back and focus on hair for a little bit. Since… https://t.co/2xCPgpZkHC,Thu Aug 31 03:02:52 CDT 2017,"29.7629,-95.3832",iknowleee,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
903167866584870916,"Saturday from 🔥2Pm-6:30P🔥 100% Of MY SALES, I'm Donating To The People!… https://t.co/DrP9S9e0hC",Thu Aug 31 03:09:34 CDT 2017,"29.77173,-95.40814",JonAgCM,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",1,Fourth Ward
903171650484568065,#toocomfortable Repost @atlaccess Listen as Cobb Co cop tell driver .. THEY ONLY SHOOT BLACK… https://t.co/WNMfjk7IHi,Thu Aug 31 03:24:36 CDT 2017,"29.9253,-95.515",fadelr06,Houston,"Houston, TX","(29.522325,-95.823268),(30.154665,-95.823268),(30.154665,-95.069705),(29.522325,-95.069705),",-1,null
